tweet_text,username,mentions,date,image,link,quote,reply
"how to make the perfect sonastep one: make it a yeenstep two: your'e done, yeens are supreme",🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-04 11:21:00,True,https://web.archive.org/web/20191004184032/https://twitter.com/nekrovevo/status/1180186301892481024,False,False
you're,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,ColtSaber_,2019-10-04 15:51:00,False,https://web.archive.org/web/20191004225103/https://twitter.com/nekrovevo/status/1180254030829776896,True,False
sorry i dont make the rules,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,SCARRY_femboy,2019-10-04 16:02:00,False,https://web.archive.org/web/20191004230251/https://twitter.com/nekrovevo/status/1180256821891588098,False,True
@Cappucyeeno,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,SmexyHusky,2019-10-04 15:58:00,False,https://web.archive.org/web/20191004230409/https://twitter.com/nekrovevo/status/1180255965834137600,False,True
ya deleted that last tweet as i actually can't spell XD,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-04 16:04:00,False,https://web.archive.org/web/20191004230622/https://twitter.com/nekrovevo/status/1180257473329917952,False,False
;),🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,SCARRY_femboy,2019-10-04 16:03:00,False,https://web.archive.org/web/20191004231252/https://twitter.com/nekrovevo/status/1180257218530140161,False,True
someone do me a solid? add devil horns and a devil tail to my pfp please for s p o o k y,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-04 16:08:00,True,https://web.archive.org/web/20191004232341/https://twitter.com/nekrovevo/status/1180258445280178176,False,False
yes,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,Shawn_the_cat,2019-10-04 16:20:00,False,https://web.archive.org/web/20191004233929/https://twitter.com/nekrovevo/status/1180261441665765376,False,True
AAAAAAAAAH its balloon fiesta time :))))),🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-05 06:25:00,False,https://web.archive.org/web/20191005133215/https://twitter.com/nekrovevo/status/1180474128186298369,False,False
:),🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,Razor__Fluff,2019-10-05 06:30:00,False,https://web.archive.org/web/20191005134845/https://twitter.com/nekrovevo/status/1180475415497826304,False,True
thats a yikes for me tottenham,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,SpursOfficial,2019-10-05 06:36:00,False,https://web.archive.org/web/20191005135830/https://twitter.com/nekrovevo/status/1180476865057681409,True,False
saturday more likesat ur gay,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-05 10:55:00,False,https://web.archive.org/web/20191005180800/https://twitter.com/nekrovevo/status/1180541989248389120,False,False
big ups to @GrayWolfArtz for making this edit of my pfp go follow :),🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-05 10:52:00,True,https://web.archive.org/web/20191005180901/https://twitter.com/nekrovevo/status/1180541320139440128,False,False
smelly,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,Cappucyeeno,2019-10-05 17:04:00,False,https://web.archive.org/web/20191006000528/https://twitter.com/nekrovevo/status/1180634957082836993,False,True
excuse,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,Cappucyeeno,2019-10-06 06:11:00,False,https://web.archive.org/web/20191006131411/https://twitter.com/nekrovevo/status/1180832845197037569,False,True
sundaymore likeparents ur son gay,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-06 06:12:00,False,https://web.archive.org/web/20191006132228/https://twitter.com/nekrovevo/status/1180833262899302400,False,False
n o,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,FerdyDrolfVent,2019-10-06 06:10:00,False,https://web.archive.org/web/20191006132802/https://twitter.com/nekrovevo/status/1180832800854827008,False,True
"gonna be redesigning nekro and add some accessories to him. im very excited as i have a lot of ideas for him so ya, be on the look out :)",🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-06 09:47:00,False,https://web.archive.org/web/20191006165340/https://twitter.com/nekrovevo/status/1180887323887587328,False,False
did i stutter?,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,Cappucyeeno,2019-10-06 09:45:00,False,https://web.archive.org/web/20191006170244/https://twitter.com/nekrovevo/status/1180886734101307392,False,True
hoes mad,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,YeenItBefore,2019-10-06 09:55:00,False,https://web.archive.org/web/20191006170625/https://twitter.com/nekrovevo/status/1180889310217682944,False,True
thats not one word dumbass get played,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,thedem0n0,2019-10-06 09:58:00,False,https://web.archive.org/web/20191006170853/https://twitter.com/nekrovevo/status/1180890131126865920,False,True
bet,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,YeenItBefore,2019-10-06 09:55:00,False,https://web.archive.org/web/20191006172652/https://twitter.com/nekrovevo/status/1180889261354053632,False,True
fuck it imma leave this for one hour and not be on twitter,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-06 09:56:00,True,https://web.archive.org/web/20191006173116/https://twitter.com/nekrovevo/status/1180889489511632903,False,False
im fucking bored,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-06 09:45:00,False,https://web.archive.org/web/20191006180233/https://twitter.com/nekrovevo/status/1180886914796158977,False,False
Who smells more (fuck @karnage_boii ),🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-06 15:47:00,False,https://web.archive.org/web/20191006225451/https://twitter.com/nekrovevo/status/1180977808018771968,False,False
mondaymore likeur mom gay,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-07 05:03:00,False,https://web.archive.org/web/20191007120616/https://twitter.com/nekrovevo/status/1181178301978566656,False,False
good morning whores get up you lazy fucks,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-07 05:09:00,False,https://web.archive.org/web/20191007121617/https://twitter.com/nekrovevo/status/1181179663168593921,False,False
i am only 18 more from 666cmooon help a yeen boyo out :),🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-07 05:13:00,False,https://web.archive.org/web/20191007121651/https://twitter.com/nekrovevo/status/1181180675522609152,False,False
B U P,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,Untokurd,2019-10-07 05:03:00,False,https://web.archive.org/web/20191007121652/https://twitter.com/nekrovevo/status/1181178177017675776,False,True
u dont have permission to call me that,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,CrusaderJackson,2019-10-07 05:13:00,False,https://web.archive.org/web/20191007121758/https://twitter.com/nekrovevo/status/1181180744841842694,False,True
no u,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,CrusaderJackson,2019-10-07 05:14:00,False,https://web.archive.org/web/20191007122359/https://twitter.com/nekrovevo/status/1181180983921397760,False,True
no tu,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,CrusaderJackson,2019-10-07 07:53:00,False,https://web.archive.org/web/20191007162711/https://twitter.com/nekrovevo/status/1181220937623932929,False,True
fuck school i just wanna go home and sleep lets protest whos with me hoes,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-07 07:55:00,False,https://web.archive.org/web/20191007163452/https://twitter.com/nekrovevo/status/1181221433608769536,False,False
5,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-07 11:54:00,False,https://web.archive.org/web/20191007190533/https://twitter.com/nekrovevo/status/1181281685096161280,False,False
dont like this tweet,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-07 11:54:00,False,https://web.archive.org/web/20191007190853/https://twitter.com/nekrovevo/status/1181281772576731141,False,False
7,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,that_otter_boi,2019-10-07 11:57:00,False,https://web.archive.org/web/20191007191227/https://twitter.com/nekrovevo/status/1181282532341338112,False,True
S T O P hes for soccernot for gay,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,PartyTimeFox,2019-10-07 12:06:00,False,https://web.archive.org/web/20191007192224/https://twitter.com/nekrovevo/status/1181284647067512832,False,True
refuse,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,PartyTimeFox,2019-10-07 12:10:00,False,https://web.archive.org/web/20191007192320/https://twitter.com/nekrovevo/status/1181285647450923008,False,True
S T O P let him be p u r e,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,PartyTimeFox,2019-10-07 12:08:00,False,https://web.archive.org/web/20191007192716/https://twitter.com/nekrovevo/status/1181285162409066496,False,True
stinky,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,_ErikRivera,2019-10-07 11:59:00,False,https://web.archive.org/web/20191007193035/https://twitter.com/nekrovevo/status/1181282902295732224,False,True
logan you looked so fucking stupid not even gonna lie brofucking destroy him @KSIOlajidebt and @AnEsonGib beat the living shit out of jake#KSIvsLoganPaul2,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,,2019-10-07 11:58:00,False,https://web.archive.org/web/20191007193057/https://twitter.com/nekrovevo/status/1181282772482056193,False,False
9,🏳️‍🌈𝖄𝖊𝖊𝖓𝖙𝖔𝖇𝖊𝖗ツ🏳️‍🌈,that_otter_boi,2019-10-07 12:10:00,False,https://web.archive.org/web/20191007194729/https://twitter.com/nekrovevo/status/1181285582921617408,False,True
"i fucking hate you allnow my name is ""Stinkro"" u all fucking suckfuck you @karnage_boii",🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-07 18:26:00,True,https://web.archive.org/web/20191008013516/https://twitter.com/nekrovevo/status/1181380292172345344,False,False
I MIGHT BE GETTING GAGES AND TATOOS NEXT YEARreally trying to convince my parents to get gages and i really want a sleeve :),🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-07 18:39:00,False,https://web.archive.org/web/20191008014324/https://twitter.com/nekrovevo/status/1181383550915923970,False,False
16 buddy,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,that_otter_boi,2019-10-08 05:01:00,False,https://web.archive.org/web/20191008120629/https://twitter.com/nekrovevo/status/1181540093162508288,False,True
i was just told that i looked like a freshmen because of how small i amimma cry real quick hold up,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-08 05:06:00,False,https://web.archive.org/web/20191008120953/https://twitter.com/nekrovevo/status/1181541303437250561,False,False
tuesday more liketu es gay,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-08 05:09:00,False,https://web.archive.org/web/20191008121353/https://twitter.com/nekrovevo/status/1181542006591352834,False,False
"ive literally always wanted a tattoo, im designing my own sleeve",🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,that_otter_boi,2019-10-08 05:12:00,False,https://web.archive.org/web/20191008121654/https://twitter.com/nekrovevo/status/1181542993494306816,False,True
written consent by parents buddy,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,that_otter_boi,2019-10-08 05:10:00,False,https://web.archive.org/web/20191008122202/https://twitter.com/nekrovevo/status/1181542260405456896,False,True
yes,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,FerdyDrolfVent,2019-10-08 06:29:00,False,https://web.archive.org/web/20191008133314/https://twitter.com/nekrovevo/status/1181562293164728323,False,True
mood,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,that_otter_boi,2019-10-08 06:29:00,False,https://web.archive.org/web/20191008133707/https://twitter.com/nekrovevo/status/1181562219185635328,False,True
"anyone got big fat cocks?im trying to grow my farm. so far i have goats, pigs, and cows.",🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-08 10:51:00,True,https://web.archive.org/web/20191008175213/https://twitter.com/nekrovevo/status/1181628233483091968,False,False
thank u bubba is satisfied,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,VadermCat,2019-10-08 11:16:00,False,https://web.archive.org/web/20191008181715/https://twitter.com/nekrovevo/status/1181634604588912640,False,True
round one decapitation,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,Unoriginaldoggo,2019-10-08 11:10:00,True,https://web.archive.org/web/20191008182006/https://twitter.com/nekrovevo/status/1181632977643560960,False,True
its for a great cause,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,VadermCat,2019-10-08 11:14:00,False,https://web.archive.org/web/20191008182233/https://twitter.com/nekrovevo/status/1181633871395221504,False,True
send contributions please,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,VadermCat,2019-10-08 11:12:00,False,https://web.archive.org/web/20191008183415/https://twitter.com/nekrovevo/status/1181633527453872128,False,True
:),🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,karnage_boii,2019-10-08 14:44:00,False,https://web.archive.org/web/20191008214809/https://twitter.com/nekrovevo/status/1181686771274280960,False,True
go follow at @karnage_boii get him to 1k hoes,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-08 14:43:00,False,https://web.archive.org/web/20191008215230/https://twitter.com/nekrovevo/status/1181686558551756801,False,False
slander,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,Cappucyeeno,2019-10-08 15:01:00,False,https://web.archive.org/web/20191008220831/https://twitter.com/nekrovevo/status/1181691028211781633,False,True
everyone please go and spam @karnage_boii that hes gayits for a great cause and hes a bitch,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-08 15:10:00,False,https://web.archive.org/web/20191008221535/https://twitter.com/nekrovevo/status/1181693288878706688,False,False
B U P,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,Untokurd,2019-10-09 12:44:00,False,https://web.archive.org/web/20191009195524/https://twitter.com/nekrovevo/status/1182019067865026561,False,True
everyone go and spam @karnage_boii hes fucking gay and a whorelook what he did yesterday,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-09 12:46:00,True,https://web.archive.org/web/20191009200107/https://twitter.com/nekrovevo/status/1182019491384836096,False,False
congrats to @karnage_boii to 1k.hes a bitch lmao,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-09 13:01:00,False,https://web.archive.org/web/20191009200249/https://twitter.com/nekrovevo/status/1182023206707687424,False,False
stolen reply with an emoji and ill answer these for you! first impression:your nickname in my head:closeness ratings: do i like you: you are my: to be honest: ever had a crush on you: should you post this too:,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-10 05:04:00,False,https://web.archive.org/web/20191010121605/https://twitter.com/nekrovevo/status/1182265553022357506,False,False
so like i just woke upwhos tryna gimme some cuddles and hugs,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-10 05:07:00,False,https://web.archive.org/web/20191010121611/https://twitter.com/nekrovevo/status/1182266294269120512,False,False
just straight up told my mom and step dadboth have been very supportivedad found out and its another reason why i never talk to him anymore,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,ChantFarrar,2019-10-10 05:05:00,False,https://web.archive.org/web/20191010121717/https://twitter.com/nekrovevo/status/1182265989213241347,True,False
,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,Untokurd,2019-10-10 05:00:00,False,https://web.archive.org/web/20191010130526/https://twitter.com/nekrovevo/status/1182264522611908608,False,True
"U- ur gayR- ur gayG- ur gayA- ur gayY- ur gayim sorry i dont make the rules, i just follow them",🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-10 05:10:00,False,https://web.archive.org/web/20191010133531/https://twitter.com/nekrovevo/status/1182267072882999296,False,False
its all in good fun,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,whyBluePanda,2019-10-10 05:00:00,False,https://web.archive.org/web/20191010133956/https://twitter.com/nekrovevo/status/1182264643617615872,False,True
wow ur really fucking gay,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,Untokurd,2019-10-10 09:51:00,False,https://web.archive.org/web/20191010165622/https://twitter.com/nekrovevo/status/1182337981169856512,False,True
first impression: you seem coolyour nickname in my head: uuuuuhcloseness ratings: not muchdo i like you: i could if we talkedyou are my: uuuuuh acquaintance to be honest: u seem coolever had a crush on you: dont know ushould you post this too: sure,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,HansFFMaybach,2019-10-10 09:55:00,False,https://web.archive.org/web/20191010165800/https://twitter.com/nekrovevo/status/1182338840041623553,False,True
first impression: pretty coolyour nickname in my head: not any rncloseness ratings: mutualdo i like you: u seem cool yaayou are my: mutualto be honest: lets talkever had a crush on you: noshould you post this too: sure,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,darkfuzzypaws,2019-10-10 09:56:00,False,https://web.archive.org/web/20191010165805/https://twitter.com/nekrovevo/status/1182339019557879808,False,True
first impression: seem really niceyour nickname in my head: uuuuhcloseness ratings: mutualdo i like you: mutualyou are my: friendto be honest: you seem niceever had a crush on you: dont really know youshould you post this too: sure,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,KrystalNSol,2019-10-10 09:54:00,False,https://web.archive.org/web/20191010170738/https://twitter.com/nekrovevo/status/1182338593827610624,False,True
first impression: james charles wanna be (inside joke)your nickname in my head: whore or bitchcloseness ratings: best frienddo i like you: yayou are my: v close friendto be honest: silence B R A N Dever had a crush on you: ummmmshould you post this too: bet,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,YeenItBefore,2019-10-11 01:53:00,False,https://web.archive.org/web/20191011085628/https://twitter.com/nekrovevo/status/1182579945471479809,False,True
first impression: seem funyour nickname in my head: Bwuecloseness ratings: dont really know udo i like you: lets talkyou are my: acquaintance to be honest: lets meetever had a crush on you: nopshould you post this too: bet,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,BwueDwagon,2019-10-11 01:50:00,False,https://web.archive.org/web/20191011085638/https://twitter.com/nekrovevo/status/1182579103796322306,False,True
first impression: funny nglyour nickname in my head: Chadcloseness ratings: Mutualdo i like you: yeyou are my: friendto be honest: lets talk moreever had a crush on you: nopshould you post this too: Sure,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,LukeChador,2019-10-11 01:49:00,False,https://web.archive.org/web/20191011085729/https://twitter.com/nekrovevo/status/1182578852372987905,False,True
first impression: cuteyour nickname in my head: ur real name or just marscloseness ratings: one of my close friendsdo i like you: yeyou are my: v good friendto be honest: cuteever had a crush on you: low keyshould you post this too: bet,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,that_otter_boi,2019-10-11 01:52:00,False,https://web.archive.org/web/20191011090045/https://twitter.com/nekrovevo/status/1182579625664212992,False,True
first impression: v coolyour nickname in my head: Failcloseness ratings: frienddo i like you: yeyou are my: friendto be honest: lets talk moreever had a crush on you: nopshould you post this too: ye,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,SirFail_,2019-10-11 01:54:00,False,https://web.archive.org/web/20191011100133/https://twitter.com/nekrovevo/status/1182580118369136640,False,True
this is true,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,DominicBolts,2019-10-11 14:47:00,False,https://web.archive.org/web/20191011215012/https://twitter.com/nekrovevo/status/1182774771445948417,False,True
"again to people saying any other sport is more relevant than soccer, please, its called the world sport for a reason XD""TV Ratings. World Cup averaging 3.7 million viewers on US TV.""fuck off with your petty battles XD",🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-11 14:52:00,False,https://web.archive.org/web/20191011220221/https://twitter.com/nekrovevo/status/1182775929468116992,False,False
youre adopted,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,FluffiestLycan,2019-10-11 14:54:00,False,https://web.archive.org/web/20191011221547/https://twitter.com/nekrovevo/status/1182776387020550144,False,True
what ?XD,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,NexJql,2019-10-11 14:54:00,False,https://web.archive.org/web/20191011221621/https://twitter.com/nekrovevo/status/1182776497494323200,False,True
roses are redviolets are blueyou all are looking thickerthan a bowl of oatmeal stew,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-14 04:58:00,False,https://web.archive.org/web/20191014120007/https://twitter.com/nekrovevo/status/1183713613439094784,False,False
i come back after a few days and you're all still gay?what is this witchery,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-14 05:02:00,False,https://web.archive.org/web/20191014120348/https://twitter.com/nekrovevo/status/1183714812548677632,False,False
damn this is actually amazing marketing @FortniteGame . i look forward to see what happens next and if its the beginning of fortnite chapter 2 #FortniteBlackout,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-14 05:00:00,False,https://web.archive.org/web/20191014121210/https://twitter.com/nekrovevo/status/1183714267364675584,False,False
first amendment buddy,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,Untokurd,2019-10-14 05:08:00,False,https://web.archive.org/web/20191014122349/https://twitter.com/nekrovevo/status/1183716086295826432,False,True
SINCE WHEN DID PETR CECH PLAY HOCKEYI WANT MY BOY WITH HIS NERDY HEADGUARD BACK,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-14 05:12:00,True,https://web.archive.org/web/20191014122351/https://twitter.com/nekrovevo/status/1183717270197014534,False,False
bien para tu,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,Untokurd,2019-10-14 11:39:00,False,https://web.archive.org/web/20191014202613/https://twitter.com/nekrovevo/status/1183814552032436224,False,True
no you pour water on some wood,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,Untokurd,2019-10-14 12:03:00,False,https://web.archive.org/web/20191014205059/https://twitter.com/nekrovevo/status/1183820711959220225,False,True
imagine not being able to have a debate with someone because you can't handle anotheropinion with facts and you're a bitchlmao,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-14 12:02:00,False,https://web.archive.org/web/20191014205608/https://twitter.com/nekrovevo/status/1183820470505750528,False,False
capricornfuck off,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,Jerrypleasure,2019-10-14 12:05:00,False,https://web.archive.org/web/20191014205936/https://twitter.com/nekrovevo/status/1183821262948204544,True,False
"sorry for this vent, this person seems to always piss me off and i just want them to fucking block and delete me at this point. They have to be the biggest fucking cunt on this planet and that's coming from my mouth. onlysurrounds himselfwith yes men and he is a fucking bitch",🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-14 12:08:00,False,https://web.archive.org/web/20191014210030/https://twitter.com/nekrovevo/status/1183821936272363520,False,False
im feeling extra gay todaydoes anyone know how to help,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,,2019-10-14 12:29:00,False,https://web.archive.org/web/20191014212021/https://twitter.com/nekrovevo/status/1183827219304480769,False,False
bet,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,appurrently,2019-10-14 12:31:00,False,https://web.archive.org/web/20191014212330/https://twitter.com/nekrovevo/status/1183827730942451713,False,True
oop,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,Razor__Fluff,2019-10-14 12:31:00,True,https://web.archive.org/web/20191014213211/https://twitter.com/nekrovevo/status/1183827690794582016,False,True
not about u check snap,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,Untokurd,2019-10-14 14:26:00,False,https://web.archive.org/web/20191014233411/https://twitter.com/nekrovevo/status/1183856753286369280,False,True
bc the messages i sent are hilarious and shows who the idiot im talking about is,🏳️‍🌈𝕊𝕋𝕀ℕ𝕂ℝ𝕆ツ🏳️‍🌈,Untokurd,2019-10-14 14:28:00,False,https://web.archive.org/web/20191014233456/https://twitter.com/nekrovevo/status/1183857016596381697,False,True
